What aren't generally in favor of comprehensive schools?,out-of-domain
What was a benefit of using vinyl over shellac?,out-of-domain
An axon that can greatly increase speed of signals is wrapped in what?,out-of-domain
What happens to the voltage when an inductive circuit is opened?,out-of-domain
Who was the wife of Marwan I?,out-of-domain
What color silk was used in Bell's coffin?,out-of-domain
"What non-professionals might use immersion etching, since it's the easiest way to make a PCB?",out-of-domain
During which time frame were most grandes ecoles relocated?,out-of-domain
What about the climate of its coastal areas?,out-of-domain
What kind of progression did Vestiges of the Natural History of Creation propose?,out-of-domain
Felons have to wait eight years to restore which privilege?,out-of-domain
In what year did SPORT+MARKT start printing?,out-of-domain
Which forest is the smallest national forest in the US?,out-of-domain
Where is the headquarters for UNESCO?,out-of-domain
What Apple hardware did Alpha kits use after the launch of the Xbox 360?,out-of-domain
What was the fuly overhauled successor to Mac OS 9?,out-of-domain
Who did Forbes' list in 2014 as the most influential celebrity in the world?,out-of-domain
What two neighborhoods are the centers of the quartiers sensibles?,out-of-domain
When did the indigenous Estonians try to overthrow their Danish and German rulers?,out-of-domain
What store isn't a part of the Metro AG?,out-of-domain
In which year did the Premier League decide to give BSkyB broadcasting rights?,out-of-domain
What did Robert Blumenschine propose?,out-of-domain
Who dealt with income and expenditure?,out-of-domain
What does the CIE stand for?,out-of-domain
When was the play Minnan Fangyan-Putonghua Cidian written?,out-of-domain
Why are assistants used?,out-of-domain
What determines who is the Secretary-in-Chief of the Armed forces?,out-of-domain
Where do many non-transparent translation theories delve for concepts?,out-of-domain
How many versions of the Hiram flag are there?,out-of-domain
What was the City Island Historical Society and Nautical Museum's building originally?,out-of-domain
Who voted in favor of an official investigation of the accusations?,out-of-domain
What are the legal jurisdictions that Swiss citizens are subject to?,out-of-domain
What has divided Catholics since they have been used in worship?,out-of-domain
"Who is notable for coining the term ""Holocaust?""",out-of-domain
What diseases in the environment are monitored by the EPA?,out-of-domain
When did a group of researchers decide to sequence the genomic structure of tetraploid cotton?,out-of-domain
What tool is used to pull beer from a cask to serve?,out-of-domain
"What is the name of a similar, non-competitive game in Japan called?",out-of-domain
What is the only visual design feature of French cathedrals?,out-of-domain
What does extra processing impose through distortion?,out-of-domain
How much of a royalty was Gray able to negotiate with a New York publisher for On the Origin of Species?,out-of-domain
"As far as Australian nationality law goes, Norfolk Island is considered a part of what?",out-of-domain
How often are passages by Darwin quoted in the creation–evolution controversy?,out-of-domain
How compatible were DBX encoded recordings with prior technologies?,out-of-domain
What is a gene whose sequence shows no similarity to existing genes called?,out-of-domain
What were the titles given to the gate keeps of the E-Abzu temple of Enki?,out-of-domain
Where was Myoscolex found?,out-of-domain
"After their agreement together, Beyonce's and Topshop"" new business was called what?",out-of-domain
"In summer, daytime highs often reach what temperature in the Piedmont region?",out-of-domain
When did the Rubella vaccine come out?,out-of-domain
 When did Oregon reject the death penalty?,out-of-domain
What Scottish estate is privately owned by Elizabeth?,out-of-domain
When wasn't the Consumer Preview set to expire?,out-of-domain
What must a user do under a prepared license?,out-of-domain
From what part of England did Bede come?,out-of-domain
Which birds have the highest rates of climb to altitude?,out-of-domain
What type of bean is used to make chocolate?,out-of-domain
What does Hayastantsis mean?,out-of-domain
How many students in total were at Notre Dame in 2014?,out-of-domain
What is the one-drop rule?,out-of-domain
What is the second degree of Masonry?,out-of-domain
Where was Noah transported according to a story in the Talmud?,out-of-domain
What type of people got wealthy from the sale of state-owned companies?,out-of-domain
For what reason did CBC attribute to delayed upgrades?,out-of-domain
Do boys or girls experience a more significant increase in body fat?,out-of-domain
Who lost power in 1946?,out-of-domain
Where did Universal set up a production company in 1960?,out-of-domain
"Which English term is derived from the same root as the Greek, Arabic and Hebrew words for canon?",out-of-domain
What is a well known Mullerian complex?,out-of-domain
"Besides antimicrobial, what did the overused medicine cause? ",out-of-domain
Where in Beijing did the Dalai Lama's government flee?,out-of-domain
In what month of the year does a longer version of Badly Drawn Boy appear?,out-of-domain
What type of rock was the Cretaceous notable for forming the most amount of?,out-of-domain
California Personalism is the same as what personalism by Bowne?,out-of-domain
Over approximately what expanse of time can textual criticism be applied to written works?,out-of-domain
What is the plot from which film speed is derived called?,out-of-domain
What type of light has a wire filament heated to a low temperature?,out-of-domain
What painting did Picasso paint in 1908?,out-of-domain
What was August von Hayek particularly passionate about?,out-of-domain
The Ottomans controlled mainland Greece in what year?,out-of-domain
By what percentage did Liberia's GDP reduced by during the civil war?,out-of-domain
What is another name for folwarks?,out-of-domain
Who was the only legitimate grandchild of George III?,out-of-domain
By who was the first record of solar distillation done by?,out-of-domain
What is the Islamabad Territory Capital also known as?,out-of-domain
With what other difference did the Gregorian calendar concern itself?,out-of-domain
What divides faster than other bacteria?,out-of-domain
What has renvation on the bus station caused?,out-of-domain
What 3 video formats did the 360 support natively at launch?,out-of-domain
"During the Middle Ages, who was no longer expected to stay behind walls away from the common man?",out-of-domain
How did Gaddafi characterize the monarchy in his radio address?,out-of-domain
In what year did Sony take BMG's half stake in the company?,out-of-domain
How much in contributions did the Labour party get from January to Marrch 2008?,out-of-domain
What did Frédéric compose after hearing Niccolò Paganini perform on the violin?,out-of-domain
What nations' assets did Nasser nationalize in 1957?,out-of-domain
When did the Parliament vote in opposition of an investigation?,out-of-domain
Which film did Kaminski first work with Spielberg on?,out-of-domain
The Football League operated for 105 years with how many divisions?,out-of-domain
When was the Zinoviev letter published?,out-of-domain
One theory posits that Samoans originated from what people during the Lapita expansion period?,out-of-domain
What did physicists use to solve the problems of electricity synchronization?,out-of-domain
What frequency bands does Compass-M1 transmit in?,out-of-domain
What censuses did he study?,out-of-domain
What year did Gladstone retire?,out-of-domain
Who wrote the music for Twilight Kondo?,out-of-domain
"Besides lessening the burden on the courts, what is the effect of this license?",out-of-domain
In which educational system was Whitehead employed in the late 1910s?,out-of-domain
How many ministers did Elizabeth consult before naming Eden as the prime minister?,out-of-domain
In what SI unit is the capacitance reported on smaller capacitors?,out-of-domain
In 1674 what hit Utrecht ,out-of-domain
Nine member countries formed what pact?,out-of-domain
What was another name for a diversive person in the Greek church?,out-of-domain
What field of study did Anton-Hermann Chroust specialize in?,out-of-domain
"Because Elliott Bay is salt water, what kind of port is Seattle?",out-of-domain
What is the elevation of the Nubian Desert?,out-of-domain
Vaccinations programs encouraged what ,out-of-domain
What did the Dutch call Juan Rodriguez?,out-of-domain
When did Hindu temple architecture begin being produced?,out-of-domain
 What other industry is a large part of Texas economy?,out-of-domain
How many copies worldwide has Queen's 1995 album sold?,out-of-domain
What group of people can add to the TB stigma by treating patients as troublesome or unwanted?,out-of-domain
What did the Origianl Spanish Students expect the American  public not to know? ,out-of-domain
What types of feathers did debutantes wear in their hair?,out-of-domain
When was the meeting to decide whether or not to sell 9.5% of its Woodside Petroleum stock?,out-of-domain
How many towers are found at the Salisbury Chapel?,out-of-domain
In what town is Southampton Airport located?,out-of-domain
Who had a large impact on the Renaissance? ,out-of-domain
What kind of patisseries are located in Romania?,out-of-domain
What did Google first put online in 2006?,out-of-domain
What city was the plan based on?,out-of-domain
Which countries did the RSFSR incorporate on the southeast?,out-of-domain
What kind of engineering does industry in Southampton support?,out-of-domain
What is a distinct trait of Synapsids?,out-of-domain
About how many lines was Beowulf?,out-of-domain
What caused child labour to decrease in the 20th century?,out-of-domain
When did Mutt and Jeff end?,out-of-domain
What is the term for recycled parchments used in modern manuscripts?,out-of-domain
From the 1750's to the early 1830's is the era of Mozart and what other composer?,out-of-domain
What type of environment is the Dr McMurdo Valleys?,out-of-domain
The coil has lengthed the antenna to reach how much length electrically?,out-of-domain
What agenda was presented by von Neumann in 2006 at the Council on Foreign Relations?,out-of-domain
How many organisations are estimated to maintain computer systems with effective detection systems?,out-of-domain
What caused the British East India Company to lose control of India?,out-of-domain
What keeps some applicators from being for sale to the public?,out-of-domain
What type of enviornment is poultry most commonly raised in?,out-of-domain
When did the House of Burgundy revolt against Philip II?,out-of-domain
What happens when a host includes polysaccharides?,out-of-domain
Pressure is sensitive to the heated element of what?,out-of-domain
Which colony was the official British colony for freed slaves?,out-of-domain
How is sunlight converted into electricity?,out-of-domain
How many are non-printing control characters?,out-of-domain
What quality does inked pulp generally have?,out-of-domain
"The word ""theudisk"" was first found in a text from what year?",out-of-domain
How long has antisemitism been against anti-masonry according to Professor Andrew Prescott?,out-of-domain
Which agencies have became the authority on assessing the risk of financial institutions?,out-of-domain
The Global COmpetitiveness Report in 2010 ranked Iran where out of 139 countries?,out-of-domain
In which decade did there start to be a lot of traffic in Southampton?,out-of-domain
"What supports 13,053 characters?",out-of-domain
In what classification is a person who regards all experiences are role play and becomes alienated from his or her social self?,out-of-domain
What mistreatment did Gaddafi say that British soldiers subjected him to?,out-of-domain
What did representatives draft in Florida?,out-of-domain
Who is responsible for creating Prontosil?,out-of-domain
Greek cities were absorbed by what republic?,out-of-domain
What is Laird's job title?,out-of-domain
How many citizens in Israel are Arab?,out-of-domain
What are permeability materials formed as?,out-of-domain
When did Montini finally become a cardinal?,out-of-domain
What piece of uniform has been replaced by the patrol top?,out-of-domain
After which individual was the LaFortune Center Notre Dame named?,out-of-domain
What lake is to the east of Seattle?,out-of-domain
In what area of Kathmandu is the National Museum?,out-of-domain
Who first discovered the basic properties of capacitors?,out-of-domain
After WWII how many states initially remained in Germany?,out-of-domain
What types of cases did federal district courts receive in 2010?,out-of-domain
"Since 2003-04, has any club won all of its games like Arsenal did?",out-of-domain
Where was the source of Oracle bones traced to?,out-of-domain
Who had watermills by the 1100's?,out-of-domain
What day did German invade Poland?,out-of-domain
What is another issue that Whitehead had with materialism?,out-of-domain
IBM has towers in which cities?,out-of-domain
Miami gets the least amount of what weather occurrence?,out-of-domain
Who does Bond meet in the MI6 building?,out-of-domain
Which group did Jens Galschiøt lead?,out-of-domain
In the 1980 census the largest ancestry group in Florida was ,out-of-domain
What animals could not be listed as endangered due to this act?,out-of-domain
What act restricted the scope of federal habeas corpus?,out-of-domain
What efforts focus on better understanding and meeting of local needs in Afghanistan?,out-of-domain
How many vacant homes in Florida in 2009 ,out-of-domain
What time was a religious state replaced in the Notre Dame cathedral with a symbol of Atheism?,out-of-domain
Where was Sand's home?,out-of-domain
In what year was the term gastropub invented?,out-of-domain
"When was the word ""Slavs"" used in the national anthem of Serbia and Montenegro?",out-of-domain
What kind of leaves are large and flat?,out-of-domain
How many people between the ages of 30 and 34 live in Southampton?,out-of-domain
Who was the designer of the Digimon card game?,out-of-domain
What caused the paper tape reader to send a signal warning?,out-of-domain
In what year was China disbanded?,out-of-domain
"What is a language like ""spring forward, fall back"" that acts as a trigger for memory called?",out-of-domain
Aside from being active what other condition can the natural morphology exist in?,out-of-domain
What does the term Länder date back to?,out-of-domain
How many LEGAT offices does the FBI operate?,out-of-domain
Why do persistent infections never occur?,out-of-domain
What can zinc cause evolution to in the nose?,out-of-domain
What do some of these special missions in the USAF who deploy with the infantry do?,out-of-domain
"What year did the ""discoveries are property"" concept appear in French law?",out-of-domain
"What is an important commercial port along with Ningbo, Wenzhou and Taizhou?",out-of-domain

